,Player_Id,Player,Assists,Shifts,BLOCK,GOAL (BACKHAND),GOAL (DEFLECTED),GOAL (SLAP SHOT),GOAL (SNAP SHOT),GOAL (TIP-IN),GOAL (WRAP-AROUND),GOAL (WRIST SHOT),HIT,PENL (FIGHTING),PENL (OTHER)
198,8475784,JEFF SKINNER,30.0,1679,20.0,3.0,0.0,1.0,3.0,3.0,0.0,21.0,29.0,0.0,16.0
199,8475786,ZACH HYMAN,32.0,2135,41.0,9.0,2.0,0.0,5.0,5.0,0.0,16.0,118.0,0.0,19.0
200,8475790,ERIK GUDBRANSON,12.0,2396,105.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,162.0,6.0,16.0
201,8475791,TAYLOR HALL,43.0,1723,38.0,1.0,0.0,1.0,2.0,4.0,0.0,14.0,61.0,0.0,24.0
202,8475792,BRETT CONNOLLY,1.0,94,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0
203,8475793,RYAN JOHANSEN,38.0,1764,34.0,7.0,3.0,3.0,1.0,0.0,0.0,11.0,81.0,1.0,24.0
204,8475794,TYLER SEGUIN,27.0,2119,35.0,2.0,4.0,1.0,2.0,6.0,1.0,9.0,107.0,0.0,16.0
205,8475796,MARK PYSYK,9.0,1675,85.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,41.0,0.0,8.0
206,8475797,JARRED TINORDI,,130,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0
207,8475798,MIKAEL GRANLUND,56.0,2032,49.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,99.0,1.0,14.0
208,8475799,NINO NIEDERREITER,21.0,1726,21.0,2.0,1.0,2.0,5.0,2.0,0.0,15.0,156.0,0.0,17.0
209,8475810,BRYAN RUST,40.0,1629,29.0,4.0,0.0,0.0,3.0,5.0,0.0,12.0,58.0,0.0,9.0
210,8475820,JOONAS DONSKOI,20.0,1484,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,7.0
211,8475825,JANI HAKANPAA,10.0,1842,125.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,266.0,0.0,17.0
212,8475842,SAM CARRICK,8.0,1040,21.0,2.0,1.0,1.0,0.0,4.0,0.0,3.0,122.0,11.0,14.0
213,8475848,BRENDAN GALLAGHER,17.0,1118,28.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,53.0,1.0,22.0
214,8475855,JESPER FAST,20.0,1995,41.0,1.0,2.0,1.0,4.0,1.0,0.0,5.0,144.0,0.0,2.0
215,8475906,JOHN KLINGBERG,42.0,1976,88.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,61.0,2.0,22.0
216,8475913,MARK STONE,20.0,780,23.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,19.0,0.0,3.0
217,8475958,MICHAEL SGARBOSSA,2.0,130,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
218,8475968,ALEX BELZILE,,173,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0
219,8476278,COLIN BLACKWELL,11.0,1074,26.0,2.0,1.0,0.0,1.0,3.0,0.0,4.0,103.0,0.0,2.0
220,8476285,MATTHEW PECA,1.0,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
221,8476288,RYAN DZINGEL,3.0,615,9.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,20.0,4.0,4.0
222,8476292,ONDREJ PALAT,41.0,2171,61.0,2.0,2.0,1.0,6.0,5.0,0.0,10.0,188.0,0.0,14.0
223,8476312,JOSH MANSON,15.0,2122,95.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,229.0,3.0,32.0
224,8476323,MAX MCCORMICK,,113,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0
225,8476326,JOSH ARCHIBALD,2.0,307,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,3.0
226,8476329,TRAVIS BOYD,18.0,1667,53.0,1.0,2.0,0.0,0.0,5.0,0.0,9.0,71.0,0.0,16.0
227,8476331,DYLAN DEMELO,12.0,1740,108.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112.0,0.0,14.0
228,8476345,GREGORY HOFMANN,5.0,392,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,0.0,4.0
229,8476346,JOHNNY GAUDREAU,86.0,2133,10.0,4.0,0.0,3.0,2.0,1.0,0.0,30.0,11.0,0.0,8.0
230,8476368,FREDRIK CLAESSON,,119,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
231,8476372,NICK SEELER,2.0,819,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,3.0,7.0
232,8476374,SEAN KURALY,16.0,1681,51.0,0.0,2.0,0.0,0.0,3.0,0.0,7.0,240.0,1.0,23.0
233,8476389,VINCENT TROCHECK,34.0,2045,55.0,5.0,1.0,1.0,6.0,3.0,0.0,10.0,218.0,1.0,32.0
234,8476390,JOSEPH CRAMAROSSA,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
235,8476391,T.J. TYNAN,,31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
236,8476392,ADAM LOWRY,8.0,1720,42.0,4.0,1.0,0.0,0.0,3.0,0.0,3.0,224.0,7.0,8.0
237,8476393,NICK COUSINS,13.0,1135,30.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,71.0,3.0,7.0
238,8476396,STEVEN FOGARTY,,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
239,8476399,BLAKE COLEMAN,20.0,2017,52.0,2.0,0.0,2.0,1.0,4.0,0.0,8.0,204.0,2.0,31.0
240,8476400,LOGAN SHAW,2.0,264,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0
241,8476404,ANDY ANDREOFF,,81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0
242,8476410,JOSH LEIVO,2.0,97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0
243,8476415,KYLE RAU,,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
244,8476419,JEAN-GABRIEL PAGEAU,21.0,1894,53.0,3.0,1.0,2.0,2.0,1.0,0.0,8.0,171.0,2.0,10.0
245,8476422,MIKE REILLY,13.0,1854,61.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,97.0,0.0,17.0
246,8476428,ROCCO GRIMALDI,,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
247,8476429,SCOTT MAYFIELD,15.0,1485,109.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,77.0,2.0,14.0
248,8476432,BOONE JENNER,21.0,1467,56.0,5.0,1.0,0.0,1.0,5.0,0.0,9.0,80.0,0.0,10.0
249,8476436,DMITRIJ JASKIN,1.0,228,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,2.0
250,8476437,VICTOR RASK,12.0,710,5.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,15.0,0.0,1.0
251,8476438,BRANDON SAAD,28.0,1940,25.0,1.0,1.0,0.0,3.0,4.0,0.0,13.0,26.0,0.0,7.0
252,8476439,BRETT RITCHIE,1.0,737,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,99.0,1.0,13.0
253,8476441,JOEL EDMUNDSON,3.0,560,45.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,61.0,1.0,10.0
254,8476442,MATT NIETO,11.0,1507,47.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,96.0,1.0,7.0
255,8476448,WILLIAM KARLSSON,23.0,1530,42.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,42.0,0.0,5.0
256,8476449,SCOTT HARRINGTON,1.0,131,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0
257,8476453,NIKITA KUCHEROV,63.0,1566,10.0,2.0,0.0,6.0,6.0,2.0,0.0,16.0,56.0,0.0,17.0
258,8476454,RYAN NUGENT-HOPKINS,47.0,1768,51.0,1.0,0.0,0.0,4.0,1.0,0.0,9.0,67.0,0.0,15.0
259,8476455,GABRIEL LANDESKOG,40.0,1721,56.0,6.0,2.0,4.0,2.0,6.0,0.0,18.0,157.0,4.0,22.0
260,8476456,JONATHAN HUBERDEAU,89.0,2114,32.0,4.0,0.0,2.0,7.0,1.0,0.0,14.0,126.0,0.0,18.0
261,8476457,ADAM LARSSON,17.0,2115,140.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,183.0,1.0,21.0
262,8476458,RYAN STROME,40.0,1959,28.0,1.0,0.0,2.0,5.0,5.0,0.0,10.0,79.0,1.0,31.0
263,8476459,MIKA ZIBANEJAD,66.0,2435,58.0,2.0,1.0,14.0,5.0,1.0,0.0,13.0,88.0,0.0,7.0
264,8476460,MARK SCHEIFELE,40.0,1477,47.0,1.0,0.0,6.0,4.0,5.0,0.0,10.0,36.0,1.0,8.0
265,8476461,SEAN COUTURIER,11.0,739,18.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,22.0,0.0,7.0
266,8476462,DOUGIE HAMILTON,20.0,1535,92.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,86.0,0.0,16.0
267,8476463,JONAS BRODIN,27.0,2013,134.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,43.0,0.0,11.0
268,8476466,SVEN BAERTSCHI,,18,,,,,,,,,,,
269,8476467,JAMIE OLEKSIAK,16.0,1713,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182.0,4.0,13.0
270,8476468,JT MILLER,67.0,2072,56.0,3.0,1.0,4.0,6.0,2.0,0.0,12.0,172.0,1.0,19.0
271,8476469,JOEL ARMIA,8.0,1138,27.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,103.0,0.0,7.0
272,8476470,NATHAN BEAULIEU,4.0,346,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,5.0
273,8476473,CONNOR MURPHY,6.0,1559,150.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,130.0,1.0,20.0
274,8476474,STEFAN NOESEN,,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
275,8476479,PHILLIP DANAULT,26.0,2088,55.0,8.0,3.0,0.0,3.0,2.0,0.0,13.0,88.0,2.0,17.0
276,8476480,VLADISLAV NAMESTNIKOV,15.0,1612,44.0,1.0,1.0,1.0,6.0,0.0,0.0,8.0,75.0,3.0,15.0
277,8476483,RICKARD RAKELL,21.0,1561,44.0,0.0,1.0,1.0,2.0,6.0,0.0,10.0,100.0,0.0,6.0
278,8476495,SETH GRIFFITH,,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
279,8476505,TURNER ELSON,,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
280,8476525,COLIN MILLER,12.0,948,42.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,1.0,7.0
281,8476539,JONATHAN MARCHESSAULT,36.0,1610,17.0,6.0,0.0,2.0,2.0,3.0,0.0,12.0,61.0,0.0,13.0
282,8476545,KURTIS GABRIEL,,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
283,8476624,BARCLAY GOODROW,21.0,1839,65.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,147.0,3.0,24.0
284,8476779,BRAD HUNT,14.0,1043,48.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,0.0,6.0
285,8476792,TOREY KRUG,37.0,1824,74.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,54.0,0.0,23.0
286,8476807,MATT TENNYSON,3.0,149,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0
287,8476822,LUKE GLENDENING,7.0,1930,64.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,192.0,1.0,6.0
288,8476826,YANNI GOURDE,27.0,1688,31.0,1.0,1.0,5.0,3.0,1.0,0.0,9.0,77.0,3.0,14.0
289,8476850,RYAN MURRAY,4.0,744,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0
290,8476851,ALEX GALCHENYUK,15.0,1073,24.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,0.0,15.0
291,8476853,MORGAN RIELLY,61.0,2435,97.0,0.0,0.0,1.0,3.0,1.0,0.0,8.0,108.0,1.0,20.0
292,8476854,HAMPUS LINDHOLM,22.0,1931,99.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,73.0,0.0,21.0
293,8476856,MATT DUMBA,20.0,1566,93.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,128.0,1.0,20.0
294,8476867,BRENDAN GAUNCE,2.0,352,9.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,42.0,0.0,6.0
295,8476869,BRADY SKJEI,32.0,2498,96.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,123.0,0.0,25.0
296,8476870,STEFAN MATTEAU,,5,,,,,,,,,,,
297,8476871,TANNER PEARSON,20.0,1521,41.0,0.0,2.0,2.0,3.0,3.0,0.0,4.0,84.0,2.0,8.0
298,8476872,SCOTT LAUGHTON,19.0,1598,47.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,151.0,1.0,15.0
299,8476873,MARK JANKOWSKI,3.0,368,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0
300,8476874,OLLI MAATTA,7.0,1567,102.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,0.0,4.0
301,8476875,MIKE MATHESON,25.0,1972,86.0,1.0,0.0,3.0,5.0,0.0,1.0,2.0,113.0,1.0,15.0
302,8476878,ZEMGUS GIRGENSONS,8.0,1159,25.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,81.0,0.0,7.0
303,8476879,CODY CECI,29.0,2270,148.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,136.0,0.0,7.0
304,8476880,TOM WILSON,28.0,1817,55.0,4.0,0.0,4.0,3.0,3.0,0.0,8.0,241.0,6.0,24.0
305,8476881,TOMAS HERTL,34.0,2069,55.0,3.0,0.0,4.0,5.0,3.0,0.0,15.0,104.0,0.0,12.0
306,8476882,TEUVO TERAVAINEN,50.0,2004,36.0,0.0,0.0,1.0,12.0,1.0,0.0,11.0,21.0,0.0,13.0
307,8476884,DERRICK POULIOT,4.0,216,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0
308,8476885,JACOB TROUBA,32.0,2908,229.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,280.0,7.0,36.0
309,8476886,SLATER KOEKKOEK,4.0,286,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,8.0
310,8476887,FILIP FORSBERG,42.0,1623,54.0,4.0,3.0,3.0,7.0,3.0,0.0,17.0,119.0,0.0,13.0
311,8476889,RADEK FAKSA,15.0,1885,79.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,141.0,2.0,22.0
312,8476891,MATT GRZELCYK,20.0,1977,87.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,43.0,0.0,15.0
313,8476892,COLTON PARAYKO,32.0,2964,195.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,90.0,0.0,11.0
314,8476897,OSKAR SUNDQVIST,15.0,1103,29.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,70.0,0.0,8.0
315,8476902,ESA LINDELL,23.0,2231,166.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,117.0,0.0,6.0
316,8476905,CHANDLER STEPHENSON,42.0,1817,42.0,2.0,1.0,0.0,3.0,2.0,0.0,11.0,67.0,0.0,12.0
317,8476906,SHAYNE GOSTISBEHERE,36.0,2069,115.0,0.0,0.0,5.0,1.0,1.0,0.0,5.0,59.0,0.0,13.0
318,8476907,MACKENZIE MACEACHERN,2.0,158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0
319,8476913,DEVIN SHORE,6.0,676,21.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,67.0,0.0,5.0
320,8476915,JUJHAR KHAIRA,,507,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,88.0,1.0,4.0
321,8476917,ADAM PELECH,25.0,2134,128.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,99.0,0.0,14.0
322,8476918,JIMMY VESEY,7.0,1376,29.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,82.0,0.0,6.0
323,8476919,CHRIS TIERNEY,12.0,1196,30.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,42.0,0.0,7.0
324,8476921,JORDAN MARTINOOK,10.0,1005,13.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,96.0,0.0,13.0
325,8476923,DAMON SEVERSON,35.0,2126,90.0,1.0,0.0,3.0,2.0,0.0,0.0,4.0,91.0,1.0,27.0
326,8476924,MARTIN FRK,,99,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0
327,8476925,COLTON SISSONS,23.0,1801,45.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,202.0,0.0,15.0
328,8476927,TEDDY BLUEGER,20.0,1494,34.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,103.0,0.0,6.0
329,8476931,JAKE MCCABE,18.0,1924,167.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,166.0,1.0,13.0
330,8476934,BROCK MCGINN,11.0,1519,54.0,1.0,0.0,0.0,2.0,2.0,0.0,7.0,107.0,0.0,9.0
331,8476952,DOMINIC TONINATO,7.0,952,32.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,90.0,0.0,11.0
332,8476958,JACCOB SLAVIN,44.0,2454,144.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,61.0,0.0,6.0
333,8476960,ANDREAS ATHANASIOU,6.0,673,15.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,14.0,0.0,4.0
334,8476966,GEMEL SMITH,1.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
335,8476967,BRETT KULAK,21.0,1918,84.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,134.0,1.0,25.0
336,8476975,CEDRIC PAQUETTE,2.0,342,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,6.0
337,8476979,ERIK GUSTAFSSON,15.0,1190,55.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,5.0
338,8476981,JOSH ANDERSON,13.0,1426,35.0,2.0,1.0,1.0,0.0,1.0,0.0,12.0,152.0,3.0,20.0
339,8476982,DANIEL O'REGAN,1.0,63,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
340,8476983,PAUL LADUE,,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
341,8476988,MATT BENNING,12.0,1550,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,16.0
342,8476989,PETTERI LINDBOHM,1.0,172,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0
343,8476994,VINNIE HINOSTROZA,12.0,1120,13.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,25.0,0.0,11.0
344,8477003,RILEY BARBER,,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
345,8477015,CONNOR BROWN,28.0,1573,37.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,14.0,0.0,5.0
346,8477018,BEN HUTTON,10.0,1138,70.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,49.0,4.0,4.0
347,8477021,ALEXANDER KERFOOT,39.0,1857,71.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,82.0,0.0,12.0
348,8477034,JAYCOB MEGNA,5.0,1130,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,0.0,7.0
349,8477070,LIAM O'BRIEN,1.0,549,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,139.0,10.0,12.0
350,8477073,KURTIS MACDERMID,3.0,686,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,105.0,7.0,14.0
351,8477126,JAYSON MEGNA,3.0,294,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0
352,8477149,SCOTT SABOURIN,2.0,90,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,3.0
353,8477205,ANDREJ SUSTR,5.0,722,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,7.0
354,8477210,BUDDY ROBINSON,5.0,436,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,3.0,2.0
355,8477215,DANNY DEKEYSER,11.0,1415,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,11.0
356,8477220,NATE SCHMIDT,28.0,1886,102.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,0.0,5.0
357,8477240,CARTER ROWNEY,2.0,366,20.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,32.0,0.0,0.0
358,8477244,CHAD RUHWEDEL,9.0,1774,96.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,161.0,0.0,7.0
359,8477290,MICHAEL RAFFL,10.0,1844,40.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,176.0,1.0,14.0
360,8477320,ANTON BLIDH,7.0,504,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,0.0,7.0
361,8477330,DOMINIK KUBALIK,17.0,1462,28.0,0.0,0.0,3.0,1.0,0.0,0.0,10.0,93.0,0.0,7.0
362,8477335,KYLE BURROUGHS,4.0,759,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0,3.0,11.0
363,8477341,ANDREAS JOHNSSON,22.0,1402,22.0,1.0,0.0,0.0,3.0,0.0,0.0,9.0,63.0,0.0,15.0
364,8477343,TYLER LEWINGTON,,33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
365,8477346,MACKENZIE WEEGAR,37.0,2690,164.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,222.0,1.0,22.0
366,8477353,TYLER MOTTE,8.0,1390,70.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,160.0,0.0,11.0
367,8477355,WILL BUTCHER,6.0,800,32.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0
368,8477359,TUCKER POOLMAN,2.0,887,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,1.0
369,8477365,CONNOR CLIFTON,9.0,1431,69.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,187.0,2.0,13.0
370,8477369,CARSON SOUCY,11.0,1525,73.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,118.0,1.0,20.0
371,8477380,JONNY BRODZINSKI,1.0,363,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,5.0
372,8477384,JOSH BROWN,6.0,1060,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,5.0,6.0
373,8477392,HUDSON FASCHING,,155,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
374,8477401,JOHN HAYDEN,2.0,859,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,104.0,8.0,11.0
375,8477402,PAVEL BUCHNEVICH,56.0,1971,24.0,3.0,1.0,4.0,7.0,1.0,1.0,13.0,80.0,0.0,16.0
376,8477404,JAKE GUENTZEL,46.0,2047,42.0,3.0,1.0,5.0,9.0,4.0,1.0,22.0,74.0,0.0,22.0
377,8477406,MATTIAS JANMARK,15.0,1249,28.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,19.0,1.0,8.0
378,8477407,ANTHONY DUCLAIR,29.0,1541,19.0,4.0,0.0,4.0,6.0,2.0,0.0,16.0,47.0,0.0,12.0
379,8477409,CARTER VERHAEGHE,37.0,1824,19.0,1.0,0.0,1.0,5.0,2.0,1.0,18.0,66.0,0.0,24.0
380,8477416,OLIVER BJORKSTRAND,29.0,1628,31.0,3.0,0.0,3.0,5.0,2.0,0.0,13.0,85.0,0.0,8.0
381,8477419,MASON GEERTSEN,,284,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,5.0,7.0
382,8477425,MILES WOOD,,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0
383,8477426,NICK PAUL,19.0,2326,81.0,6.0,1.0,0.0,1.0,1.0,0.0,10.0,162.0,3.0,8.0
384,8477429,ANDREW COPP,39.0,2135,51.0,2.0,0.0,3.0,5.0,4.0,0.0,13.0,57.0,0.0,9.0
385,8477433,BEN HARPUR,1.0,395,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,6.0
386,8477435,RYAN GRAVES,21.0,1861,134.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,88.0,0.0,12.0
387,8477444,ANDRE BURAKOVSKY,44.0,1868,40.0,3.0,0.0,3.0,1.0,1.0,0.0,15.0,56.0,0.0,10.0
388,8477446,MICHAEL MCCARRON,7.0,772,31.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,118.0,8.0,10.0
389,8477447,SHEA THEODORE,38.0,2031,95.0,3.0,0.0,5.0,2.0,0.0,0.0,3.0,37.0,0.0,11.0
390,8477450,JASON DICKINSON,6.0,1198,43.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,101.0,1.0,6.0
391,8477451,RYAN HARTMAN,36.0,1785,53.0,1.0,1.0,2.0,7.0,1.0,0.0,21.0,76.0,3.0,36.0
392,8477454,ADAM ERNE,13.0,1388,42.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,159.0,2.0,11.0
393,8477456,J.T. COMPHER,18.0,1897,72.0,1.0,2.0,0.0,3.0,5.0,0.0,11.0,47.0,1.0,14.0
394,8477460,LAURENT DAUPHIN,8.0,673,27.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,31.0,1.0,7.0
395,8477461,REMI ELIE,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
396,8477462,ROBERT HAGG,8.0,1357,102.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138.0,1.0,15.0
397,8477463,STEVEN SANTINI,,5,,,,,,,,,,,
398,8477464,NIC PETAN,2.0,246,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0
399,8477471,DILLON HEATHERINGTON,,153,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0
400,8477472,CARL DAHLSTROM,2.0,60,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
401,8477473,JUSTIN BAILEY,,206,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0
402,8477474,MADISON BOWEY,,47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
403,8477476,ARTTURI LEHKONEN,25.0,2036,58.0,1.0,1.0,1.0,2.0,4.0,0.0,18.0,129.0,0.0,14.0
